"group","video","frame","is_face","angle"
"16","XS_1634","07255","False","0"
"16","XS_1638","12713","True","0"
"8","XS_0805","01742","False","0"
"12","XS_1225","26706","True","0"
"16","XS_1628","08720","True","0"
"16","XS_1619","08729","True","0"
"16","XS_1622","08111","True","0"
"8","XS_0815","16485","True","0"
"16","XS_1619","17629","True","0"
"16","XS_1619","17876","True","0"
"16","XS_1639","00461","True","0"
"12","XS_1211","08598","False","0"
"16","XS_1635","00582","False","0"
"16","XS_1628","02173","True","0"
"8","XS_0819","07107","False","0"
"16","XS_1629","10903","False","0"
"16","XS_1638","04213","True","0"
"16","XS_1614","11213","True","0"
"12","XS_1222","03176","False","0"
"8","XS_0807","08476","True","0"
"16","XS_1638","07003","False","0"
"16","XS_1628","13979","False","0"
"12","XS_1211","03072","False","0"
"8","XS_0826","08575","False","0"
"12","XS_1225","17126","True","0"
"16","XS_1638","02312","False","0"
"12","XS_1225","17535","True","0"
"8","XS_0805","13286","False","0"
"12","XS_1225","23261","True","0"
"12","XS_1224","01555","False","0"
"16","XS_1604","01553","True","0"
"8","XS_0807","04583","False","0"
"12","XS_1225","01414","True","0"
"8","XS_0822","01364","False","0"
"16","XS_1604","18818","True","0"
"8","XS_0826","11628","False","0"
"16","XS_1629","20598","False","0"
"12","XS_1225","01164","True","0"
"16","XS_1612","11970","True","0"
"12","XS_1224","08616","True","0"
"16","XS_1622","07853","True","0"
"12","XS_1224","20438","False","0"
"8","XS_0821","02985","False","0"
"16","XS_1638","20348","True","0"
"16","XS_1638","02547","True","0"
"12","XS_1222","23945","True","0"
"12","XS_1224","17758","True","0"
"12","XS_1219","00085","True","0"
"8","XS_0826","12491","False","0"
"8","XS_0822","02850","False","0"
"8","XS_0819","25187","False","0"
"16","XS_1634","25139","False","0"
"8","XS_0815","14793","False","0"
"12","XS_1219","14659","True","0"
"12","XS_1211","28469","False","0"
"12","XS_1211","11522","False","0"
"16","XS_1638","25038","True","0"
"8","XS_0814","08873","False","0"
"16","XS_1628","08870","True","0"
"16","XS_1604","01700","True","0"
"16","XS_1638","13069","True","0"
"16","XS_1604","01663","True","0"
"8","XS_0822","01666","True","0"
"8","XS_0805","13710","False","0"
"8","XS_0805","09570","False","0"
"8","XS_0822","18833","True","0"
"8","XS_0822","26236","True","0"
"12","XS_1229","03801","True","0"
"16","XS_1638","19035","True","0"
"8","XS_0801","14213","False","0"
"16","XS_1639","18446","False","0"
"8","XS_0811","06922","False","0"
"8","XS_0821","09713","False","0"
"16","XS_1622","16205","True","0"
"12","XS_1224","19923","False","0"
"12","XS_1229","06101","True","0"
"16","XS_1638","04381","True","0"
"12","XS_1225","04383","False","0"
"16","XS_1619","02132","True","0"
"16","XS_1634","04389","False","0"
"12","XS_1222","08474","False","0"
"16","XS_1604","26672","False","0"
"12","XS_1224","09784","False","0"
"8","XS_0822","01795","True","0"
"8","XS_0825","10943","False","0"
"8","XS_0811","01798","False","0"
"12","XS_1216","20092","False","0"
"16","XS_1614","03700","False","0"
"8","XS_0814","04038","False","0"
"8","XS_0821","09001","False","0"
"12","XS_1211","00901","True","0"
"16","XS_1619","20152","True","0"
"8","XS_0807","01036","True","0"
"8","XS_0819","18018","False","0"
"16","XS_1614","04964","True","0"
"16","XS_1638","13405","True","0"
"16","XS_1629","04429","True","0"
"16","XS_1634","14570","False","0"
"12","XS_1230","00334","True","0"
"16","XS_1635","01249","True","0"
"8","XS_0822","02313","True","0"
"16","XS_1639","08258","False","0"
"12","XS_1224","25926","False","0"
"8","XS_0815","10252","True","0"
"8","XS_0814","02942","True","0"
"8","XS_0815","24078","True","0"
"12","XS_1219","20380","True","0"
"16","XS_1604","22105","False","0"
"8","XS_0815","16512","False","0"
"16","XS_1604","03383","False","0"
"16","XS_1604","02345","True","0"
"16","XS_1604","13311","False","0"
"8","XS_0825","16878","False","0"
"8","XS_0825","20086","False","0"
"12","XS_1225","06324","False","0"
"8","XS_0819","27113","False","0"
"12","XS_1222","06327","False","0"
"12","XS_1225","12497","False","0"
"12","XS_1222","22193","False","0"
"16","XS_1619","01334","False","0"
"12","XS_1224","06628","True","0"
"8","XS_0807","10614","False","0"
"8","XS_0815","05286","True","0"
"16","XS_1619","17080","True","0"
"16","XS_1638","07969","True","0"
"8","XS_0822","24105","False","0"
"16","XS_1629","25077","False","0"
"8","XS_0821","23332","False","0"
"16","XS_1638","05537","True","0"
"8","XS_0826","12263","False","0"
"12","XS_1211","14050","False","0"
"12","XS_1225","22074","True","0"
"12","XS_1225","24319","True","0"
"16","XS_1629","00764","False","0"
"8","XS_0811","09438","True","0"
"16","XS_1612","11933","True","0"
"8","XS_0821","00114","False","0"
"16","XS_1629","00116","False","0"
"12","XS_1219","00110","True","0"
"12","XS_1219","18617","False","0"
"8","XS_0801","05218","False","0"
"8","XS_0801","04346","True","0"
"12","XS_1216","05210","False","0"
"12","XS_1219","06147","False","0"
"8","XS_0801","15884","False","0"
"16","XS_1634","15731","True","0"
"12","XS_1218","01197","False","0"
"12","XS_1219","06782","False","0"
"12","XS_1208","13749","False","0"
"8","XS_0822","13662","True","0"
"12","XS_1219","24263","False","0"
"16","XS_1622","02406","False","0"
"8","XS_0822","18902","True","0"
"12","XS_1219","03931","False","0"
"8","XS_0822","08185","False","0"
"8","XS_0807","16019","True","0"
"16","XS_1622","09131","False","0"
"12","XS_1201","01880","True","0"
"8","XS_0807","09983","True","0"
"16","XS_1628","01883","False","0"
"12","XS_1224","04465","False","0"
"12","XS_1222","23675","False","0"
"16","XS_1604","19504","True","0"
"12","XS_1208","06444","True","0"
"8","XS_0807","15124","True","0"
"8","XS_0819","00479","False","0"
"12","XS_1218","04664","False","0"
"16","XS_1638","19694","False","0"
"16","XS_1628","08660","True","0"
"8","XS_0826","11423","True","0"
"8","XS_0807","08748","True","0"
"12","XS_1222","10913","True","0"
"12","XS_1224","13968","False","0"
"12","XS_1224","20925","True","0"
"12","XS_1218","04765","False","0"
"12","XS_1222","13963","False","0"
"16","XS_1639","03344","True","0"
"16","XS_1622","22386","False","0"
"12","XS_1225","17523","True","0"
"16","XS_1629","03690","True","0"
"8","XS_0801","13357","False","0"
"16","XS_1612","09917","True","0"
"8","XS_0825","15014","False","0"
"12","XS_1219","09912","False","0"
"16","XS_1634","02826","False","0"
"8","XS_0815","24683","True","0"
"16","XS_1628","11064","True","0"
"8","XS_0811","11632","True","0"
"16","XS_1604","03744","True","0"
"16","XS_1612","11730","False","0"
"16","XS_1638","24442","False","0"
"8","XS_0801","03521","False","0"
"16","XS_1629","03527","True","0"
"12","XS_1225","13185","True","0"
"16","XS_1622","15309","False","0"
"12","XS_1225","01536","False","0"
"8","XS_0826","02060","True","0"
"16","XS_1638","06957","True","0"
"16","XS_1604","24944","False","0"
"16","XS_1619","24946","True","0"
"12","XS_1211","25410","False","0"
"8","XS_0807","04905","True","0"
"8","XS_0822","18762","True","0"
"12","XS_1216","27567","False","0"
"8","XS_0822","20245","True","0"
"12","XS_1224","11391","False","0"
"8","XS_0807","14705","True","0"
"16","XS_1639","11392","True","0"
"12","XS_1230","03872","False","0"
"12","XS_1208","03133","False","0"
"12","XS_1219","00020","True","0"
"12","XS_1225","13277","True","0"
"16","XS_1638","09866","True","0"
"12","XS_1225","21780","True","0"
"8","XS_0826","09641","True","0"
"16","XS_1614","09647","True","0"
"8","XS_0826","09644","True","0"
"16","XS_1639","23531","False","0"
"16","XS_1629","06959","False","0"
"16","XS_1634","15600","False","0"
"8","XS_0822","18769","True","0"
"12","XS_1225","04873","False","0"
"8","XS_0821","07333","False","0"
"8","XS_0815","01008","True","0"
"8","XS_0811","07683","False","0"
"12","XS_1211","07685","False","0"
"12","XS_1225","18265","False","0"
"16","XS_1628","10819","True","0"
"8","XS_0815","16283","False","0"
"12","XS_1211","03901","False","0"
"16","XS_1612","13006","True","0"
"8","XS_0821","19214","False","0"
"16","XS_1638","03302","True","0"
"8","XS_0801","09039","False","0"
"12","XS_1222","06009","True","0"
"12","XS_1225","14589","True","0"
"8","XS_0815","14749","True","0"
"8","XS_0825","16125","False","0"
"16","XS_1612","13552","True","0"
"8","XS_0821","02152","False","0"
"8","XS_0807","02469","True","0"
"16","XS_1604","08146","False","0"
"16","XS_1612","09086","True","0"
"16","XS_1639","22576","False","0"
"8","XS_0825","09726","False","0"
"16","XS_1622","17781","True","0"
"12","XS_1211","27882","True","0"
"16","XS_1614","10041","True","0"
"8","XS_0821","03150","False","0"
"16","XS_1634","27491","False","0"
"16","XS_1629","20446","False","0"
"12","XS_1211","12585","True","0"
"16","XS_1638","04052","True","0"
"8","XS_0822","12588","False","0"
"16","XS_1639","24047","False","0"
"16","XS_1628","07897","True","0"
"8","XS_0821","06316","False","0"
"16","XS_1604","24654","False","0"
"8","XS_0826","03494","True","0"
"8","XS_0822","22267","True","0"
"8","XS_0814","07796","True","0"
"16","XS_1639","05050","False","0"
"16","XS_1638","05509","False","0"
"12","XS_1224","07655","False","0"
"16","XS_1638","24304","True","0"
"8","XS_0821","01615","False","0"
"12","XS_1224","01616","False","0"
"16","XS_1604","03471","True","0"
"12","XS_1230","03474","False","0"
"12","XS_1219","19168","False","0"
"16","XS_1619","20483","False","0"
"16","XS_1628","12515","False","0"
"16","XS_1634","12452","False","0"
"8","XS_0822","01060","False","0"
"12","XS_1225","13231","True","0"
"8","XS_0807","07807","True","0"
"8","XS_0807","16134","True","0"
"8","XS_0825","14951","False","0"
"8","XS_0815","21101","False","0"
"12","XS_1224","14634","True","0"
"16","XS_1638","23891","True","0"
"16","XS_1638","24579","True","0"
"16","XS_1638","12634","True","0"
"12","XS_1225","10554","True","0"
"16","XS_1604","25884","True","0"
"16","XS_1628","08919","True","0"
"16","XS_1612","09102","True","0"
"12","XS_1225","18501","False","0"
"8","XS_0822","03948","True","0"
"8","XS_0814","04475","False","0"
"8","XS_0815","25422","True","0"
"16","XS_1629","09674","True","0"
"12","XS_1218","03650","False","0"
"16","XS_1622","23092","False","0"
"16","XS_1629","22901","False","0"
"8","XS_0822","14318","False","0"
"16","XS_1619","05277","True","0"
"12","XS_1229","05275","False","0"
"16","XS_1619","12741","False","0"
"16","XS_1638","03203","True","0"
"16","XS_1639","02666","True","0"
"8","XS_0805","02700","False","0"
"16","XS_1619","23142","False","0"
"8","XS_0807","02706","True","0"
"8","XS_0811","09356","True","0"
"12","XS_1222","21922","False","0"
"12","XS_1218","02467","False","0"
"12","XS_1211","12893","False","0"
"12","XS_1219","22629","True","0"
"16","XS_1604","20520","True","0"
"16","XS_1619","01822","False","0"
"8","XS_0805","13344","False","0"
"8","XS_0814","16827","False","0"
"12","XS_1229","01828","True","0"
"12","XS_1218","16354","False","0"
"16","XS_1628","06357","True","0"
"8","XS_0821","00312","False","0"
"16","XS_1612","03764","True","0"
"12","XS_1224","10888","False","0"
"16","XS_1604","00498","False","0"
"16","XS_1604","11727","False","0"
"8","XS_0807","13789","True","0"
"8","XS_0814","07114","False","0"
"16","XS_1629","07116","False","0"
"12","XS_1219","07054","True","0"
"12","XS_1211","14135","False","0"
"16","XS_1619","13821","True","0"
"8","XS_0819","03122","False","0"
"16","XS_1628","12803","True","0"
"12","XS_1216","15376","False","0"
"16","XS_1604","06227","False","0"
"8","XS_0825","21539","False","0"
"12","XS_1218","19128","False","0"
"12","XS_1208","07239","True","0"
"12","XS_1208","01914","False","0"
"8","XS_0807","01915","False","0"
"8","XS_0819","18886","False","0"
"8","XS_0822","19495","True","0"
"16","XS_1612","01723","False","0"
"12","XS_1218","01726","False","0"
"16","XS_1604","13735","True","0"
"12","XS_1208","10897","False","0"
"8","XS_0819","03988","False","0"
"8","XS_0822","26213","True","0"
"16","XS_1604","13165","False","0"
"16","XS_1628","00031","True","0"
"8","XS_0815","11852","False","0"
"8","XS_0822","18425","False","0"
"12","XS_1211","07933","False","0"
"16","XS_1614","11189","True","0"
"16","XS_1629","21978","False","0"
"16","XS_1604","04630","True","0"
"12","XS_1211","09638","False","0"
"16","XS_1638","06647","True","0"
"12","XS_1225","06646","False","0"
"8","XS_0814","04802","False","0"
"16","XS_1619","01035","True","0"
"12","XS_1224","14184","True","0"
"12","XS_1229","08735","False","0"
"8","XS_0822","01030","True","0"
"16","XS_1619","02748","False","0"
"8","XS_0825","08736","False","0"
"16","XS_1622","02740","True","0"
"12","XS_1225","28045","True","0"
"8","XS_0807","09151","True","0"
"16","XS_1638","24870","True","0"
"12","XS_1225","22371","True","0"
"16","XS_1638","08282","True","0"
"12","XS_1225","05839","False","0"
"16","XS_1622","16315","False","0"
"12","XS_1225","23598","True","0"
"8","XS_0822","06016","True","0"
"12","XS_1208","11137","False","0"
"16","XS_1614","07429","True","0"
"8","XS_0822","02063","True","0"
"16","XS_1631","00457","True","0"
"8","XS_0822","17984","True","0"
"8","XS_0825","06498","False","0"
"8","XS_0807","18080","True","0"
"16","XS_1619","16382","True","0"
"12","XS_1219","03161","False","0"
"16","XS_1638","13863","True","0"
"8","XS_0822","20458","True","0"
"16","XS_1604","08464","False","0"
"8","XS_0807","17032","True","0"
"12","XS_1224","23476","False","0"
"16","XS_1612","08199","True","0"
"16","XS_1638","03364","True","0"
"8","XS_0822","06264","True","0"
"8","XS_0822","04599","True","0"
"8","XS_0819","15031","False","0"
"12","XS_1219","06304","True","0"
"16","XS_1622","10328","False","0"
"16","XS_1622","22277","True","0"
"12","XS_1216","22273","False","0"
"12","XS_1211","05515","True","0"
"12","XS_1201","05510","False","0"
"12","XS_1211","18986","False","0"
"8","XS_0807","17048","True","0"
"8","XS_0822","17727","False","0"
"16","XS_1622","01600","False","0"
"12","XS_1225","17725","True","0"
"16","XS_1634","10028","True","0"
"16","XS_1634","08998","False","0"
"16","XS_1634","03508","False","0"
"8","XS_0822","21500","True","0"
"16","XS_1619","02847","True","0"
"16","XS_1612","12230","True","0"
